,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
203,Matemática,8º,Álgebra,Associação de uma equação linear de 1º grau a uma reta no plano cartesiano,(EF08MA07) Associar uma equação linear de 1º grau com duas incógnitas a uma reta no plano cartesiano.
204,Matemática,8º,Álgebra,Sistema de equações polinomiais de 1º grau: resolução algébrica e representação no plano cartesiano,"(EF08MA08) Resolver e elaborar problemas relacionados ao seu contexto próximo, que possam ser representados por sistemas de equações de 1º grau com duas incógnitas e interpretá-los, utilizando, inclusive, o plano cartesiano como recurso."
205,Matemática,8º,Álgebra,Equação polinomial de 2º grau do tipo ax2 = b,"(EF08MA09) Resolver e elaborar, com e sem uso de tecnologias, problemas que possam ser representados por equações polinomiais de 2º grau do tipo ax2 = b."
206,Matemática,8º,Álgebra,Sequências recursivas e não recursivas,(EF08MA10) Identificar a regularidade de uma sequência numérica ou figural não recursiva e construir um algoritmo por meio de um fluxograma que permita indicar os números ou as figuras seguintes.
207,Matemática,8º,Álgebra,Sequências recursivas e não recursivas,(EF08MA11) Identificar a regularidade de uma sequência numérica recursiva e construir um algoritmo por meio de um fluxograma que permita indicar os números seguintes.
208,Matemática,8º,Álgebra,"Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais","(EF08MA12) Identificar a natureza da variação de duas grandezas, diretamente, inversamente proporcionais ou não proporcionais, expressando a relação existente por meio de sentença algébrica e representá-la no plano cartesiano."
209,Matemática,8º,Álgebra,"Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais","(EF08MA13) Resolver e elaborar problemas que envolvam grandezas diretamente ou inversamente proporcionais, por meio de estratégias variadas."
210,Matemática,8º,Geometria,Congruência de triângulos e demonstrações de propriedades de quadriláteros,(EF08MA14) Demonstrar propriedades de quadriláteros por meio da identificação da congruência de triângulos.
211,Matemática,8º,Geometria,"Construções geométricas: ângulos de 90°, 60°, 45° e 30° e polígonos regulares","(EF08MA15) Construir, utilizando instrumentos de desenho ou softwares de geometria dinâmica, mediatriz, bissetriz, ângulos de 90°, 60°, 45° e 30° e polígonos regulares."
212,Matemática,8º,Geometria,"Construções geométricas: ângulos de 90°, 60°, 45° e 30° e polígonos regulares","(EF08MA16) Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um hexágono regular de qualquer área, a partir da medida do ângulo central e da utilização de esquadros e compasso."
213,Matemática,8º,Geometria,Mediatriz e bissetriz como lugares geométricos: construção e problemas,(EF08MA17) Aplicar os conceitos de mediatriz e bissetriz como lugares geométricos na resolução de problemas.
214,Matemática,8º,Geometria,"Transformações geométricas: simetrias de translação, reflexão e rotação","(EF08MA18) Reconhecer e construir figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação), com o uso de instrumentos de desenho ou de softwares de geometria dinâmica."
215,Matemática,8º,Grandezas e medidas,"Área de figuras planas
Área do círculo e comprimento de sua circunferência","(EF08MA19) Resolver e elaborar problemas que envolvam medidas de área de figuras geométricas, utilizando expressões de cálculo de área (quadriláteros, triângulos e círculos), em situações como determinar medida de terrenos."
216,Matemática,8º,Grandezas e medidas,"Volume de bloco retangular
Medidas de capacidade","(EF08MA20) Reconhecer a relação entre um litro e um decímetro cúbico e a relação entre litro e metro cúbico, para resolver problemas de cálculo de capacidade de recipientes."
217,Matemática,8º,Grandezas e medidas,"Volume de bloco retangular
Medidas de capacidade",(EF08MA21) Resolver e elaborar problemas que envolvam o cálculo do volume de recipiente cujo formato é o de um bloco retangular.
218,Matemática,8º,Probabilidade e estatística,"Princípio multiplicativo da contagem
Soma das probabilidades de todos os elementos de um espaço amostral","(EF08MA22) Calcular a probabilidade de eventos, com base na construção do espaço amostral, utilizando o princípio multiplicativo, e reconhecer que a soma das probabilidades de todos os elementos do espaço amostral é igual a 1."
219,Matemática,8º,Probabilidade e estatística,"Gráficos de barras, colunas, linhas ou setores e seus elementos constitutivos e adequação para determinado conjunto de dados",(EF08MA23) Avaliar a adequação de diferentes tipos de gráficos para representar um conjunto de dados de uma pesquisa.
220,Matemática,8º,Probabilidade e estatística,Organização dos dados de uma variável contínua em classes,"(EF08MA24) Classificar as frequências de uma variável contínua de uma pesquisa em classes, de modo que resumam os dados de maneira adequada para a tomada de decisões."
221,Matemática,8º,Probabilidade e estatística,Medidas de tendência central e de dispersão,"(EF08MA25) Obter os valores de medidas de tendência central de uma pesquisa estatística (média, moda e mediana) com a compreensão de seus significados e relacioná-los com a dispersão de dados, indicada pela amplitude."
222,Matemática,8º,Probabilidade e estatística,"Pesquisas censitária ou amostral
Planejamento e execução de pesquisa amostral","(EF08MA26) Selecionar razões, de diferentes naturezas (física, ética ou econômica), que justificam a realização de pesquisas amostrais e não censitárias, e reconhecer que a seleção da amostra pode ser feita de diferentes maneiras (amostra casual simples, sistemática e estratificada)."
223,Matemática,8º,Probabilidade e estatística,"Pesquisas censitária ou amostral
Planejamento e execução de pesquisa amostral","(EF08MA27) Planejar e executar pesquisa amostral, selecionando uma técnica de amostragem adequada, e escrever relatório que contenha os gráficos apropriados para representar os conjuntos de dados, destacando aspectos como as medidas de tendência central, a amplitude e as conclusões."
224,Matemática,9º,Números,"Necessidade dos números reais para medir qualquer segmento de reta
Números irracionais: reconhecimento e localização de alguns na reta numérica","(EF09MA01) Reconhecer que, uma vez fixada uma unidade de comprimento, existem segmentos de reta cujo comprimento não é expresso por número racional (como as medidas de diagonais de um polígono e alturas de um triângulo, quando se toma a medida de cada lado como unidade)."
225,Matemática,9º,Números,"Necessidade dos números reais para medir qualquer segmento de reta
Números irracionais: reconhecimento e localização de alguns na reta numérica","(EF09MA02) Reconhecer um número irracional como um número real cuja representação decimal é infinita e não periódica, e estimar a localização de alguns deles na reta numérica."
226,Matemática,9º,Números,Potências com expoentes negativos e fracionários,"(EF09MA03) Efetuar cálculos com números reais, inclusive potências com expoentes fracionários."
227,Matemática,9º,Números,Números reais: notação científica e problemas,"(EF09MA04) Resolver e elaborar problemas com números reais, inclusive em notação científica, envolvendo diferentes operações."
228,Matemática,9º,Números,Porcentagens: problemas que envolvem cálculo de percentuais sucessivos,"(EF09MA05) Resolver e elaborar problemas que envolvam porcentagens, com a ideia de aplicação de percentuais sucessivos e a determinação das taxas percentuais, preferencialmente com o uso de tecnologias digitais, no contexto da educação financeira."
229,Matemática,9º,Álgebra,"Funções: representações numérica, algébrica e gráfica","(EF09MA06) Compreender as funções como relações de dependência unívoca entre duas variáveis e suas representações numérica, algébrica e gráfica e utilizar esse conceito para analisar situações que envolvam relações funcionais entre duas variáveis."
230,Matemática,9º,Álgebra,Razão entre grandezas de espécies diferentes,"(EF09MA07) Resolver problemas que envolvam a razão entre duas grandezas de espécies diferentes, como velocidade e densidade demográfica."
231,Matemática,9º,Álgebra,Grandezas diretamente proporcionais e grandezas inversamente proporcionais,"(EF09MA08) Resolver e elaborar problemas que envolvam relações de proporcionalidade direta e inversa entre duas ou mais grandezas, inclusive escalas, divisão em partes proporcionais e taxa de variação, em contextos socioculturais, ambientais e de outras áreas."
